Equipment Name,Type,Flowrate,Pressure,Temperature
Equipment_8074,Separator,165.53,1.97,52.4
Equipment_8075,Pump,158.12,14.18,238.34
Equipment_8076,Reactor,168.44,11.58,243.02
Equipment_8077,Separator,202.15,8.94,244.5
Equipment_8078,Valve,98.31,11.93,302.61
Equipment_8079,Separator,363.75,14.97,372.44
Equipment_8080,HeatExchanger,143.33,2.97,396.56
Equipment_8081,Pump,466.77,11.51,295.37
Equipment_8082,Valve,147.06,16.66,229.9
Equipment_8083,HeatExchanger,165.04,7.89,99.35
Equipment_8084,Reactor,183.66,15.5,184.46
Equipment_8085,Separator,395.84,17.06,250.36
Equipment_8086,HeatExchanger,242.42,16.6,399.93
Equipment_8087,Valve,418.7,13.36,94.44
Equipment_8088,Pump,403.18,14.63,327.58
Equipment_8089,Pump,468.27,15.97,399.63
Equipment_8090,Separator,390.47,14.94,331.85
Equipment_8091,HeatExchanger,73.36,9.58,318.5
Equipment_8092,Valve,426.78,4.02,140.54
Equipment_8093,Compressor,472.13,6.88,51.18
Equipment_8094,Reactor,497.16,4.94,129.1
Equipment_8095,Reactor,106.37,7.87,326.43
Equipment_8096,Valve,325.97,10.3,87.55
Equipment_8097,Compressor,139.76,19.22,153.64
Equipment_8098,Pump,168.13,19.23,246.88
Equipment_8099,Separator,385.51,15.62,252.93
Equipment_8100,Condenser,489.95,19.62,240.05
Equipment_8101,Condenser,317.68,19.96,393.31
Equipment_8102,Separator,432.76,17.82,54.3
Equipment_8103,Valve,54.0,2.51,220.66
Equipment_8104,Compressor,66.48,9.09,226.55
Equipment_8105,Compressor,318.53,11.15,152.66
Equipment_8106,Reactor,225.04,3.36,233.77
Equipment_8107,Pump,450.39,16.36,285.65
Equipment_8108,HeatExchanger,185.89,3.82,285.46
Equipment_8109,Compressor,244.42,8.28,80.75
Equipment_8110,Separator,287.56,2.31,330.86
Equipment_8111,HeatExchanger,172.87,10.97,375.75
Equipment_8112,Condenser,458.82,12.34,93.26
Equipment_8113,HeatExchanger,259.04,14.97,195.82
Equipment_8114,Pump,240.87,7.45,229.11
Equipment_8115,Separator,432.39,12.22,97.19
Equipment_8116,Pump,190.39,14.95,226.18
Equipment_8117,HeatExchanger,417.86,15.48,122.4
Equipment_8118,Valve,105.02,6.73,377.38
Equipment_8119,Compressor,132.25,2.29,206.96
Equipment_8120,Separator,477.88,1.71,398.22
Equipment_8121,Valve,429.1,15.59,66.28
Equipment_8122,HeatExchanger,224.55,8.32,94.65
Equipment_8123,Compressor,337.31,3.54,205.12
Equipment_8124,Reactor,474.34,4.51,356.03
Equipment_8125,Valve,145.34,15.56,244.33
Equipment_8126,Valve,76.55,12.38,306.32
Equipment_8127,HeatExchanger,291.86,10.53,198.25
Equipment_8128,Condenser,114.17,12.84,64.18
Equipment_8129,HeatExchanger,134.29,3.61,276.73
Equipment_8130,Valve,451.19,7.06,271.9
Equipment_8131,Compressor,53.33,8.11,75.0
Equipment_8132,Condenser,417.57,6.98,109.81
Equipment_8133,HeatExchanger,282.63,17.42,216.65
Equipment_8134,Separator,301.68,12.05,206.32
Equipment_8135,HeatExchanger,352.3,14.86,313.35
Equipment_8136,Valve,244.15,5.5,185.59
Equipment_8137,Valve,102.03,6.02,282.16
Equipment_8138,Reactor,96.27,5.28,296.55
Equipment_8139,HeatExchanger,389.46,14.07,275.75
Equipment_8140,Valve,149.47,7.63,258.64
Equipment_8141,Separator,62.65,8.7,331.99
Equipment_8142,Pump,490.83,14.47,279.99
Equipment_8143,Condenser,491.18,19.46,341.96
Equipment_8144,Pump,220.16,4.08,272.84
Equipment_8145,Condenser,61.49,2.19,105.64
Equipment_8146,Separator,377.27,4.7,158.31
Equipment_8147,HeatExchanger,423.96,14.96,165.62
Equipment_8148,Reactor,106.26,4.7,82.87
Equipment_8149,Valve,110.96,12.1,292.31
Equipment_8150,Valve,420.0,12.22,258.29
Equipment_8151,Valve,464.86,6.59,256.41
Equipment_8152,HeatExchanger,405.84,2.31,217.48
Equipment_8153,Condenser,140.34,8.58,240.09
Equipment_8154,Separator,235.18,4.55,52.83
Equipment_8155,Valve,320.38,4.5,83.69
Equipment_8156,Pump,122.13,10.93,289.17
Equipment_8157,Valve,144.77,13.79,141.51
Equipment_8158,HeatExchanger,177.3,2.43,87.77
Equipment_8159,Separator,279.28,11.99,165.03
Equipment_8160,Reactor,279.86,5.68,139.07
Equipment_8161,Separator,416.43,13.79,60.28
Equipment_8162,Pump,388.85,16.39,193.7
Equipment_8163,Valve,461.18,16.33,59.46
Equipment_8164,Valve,424.81,8.03,50.14
Equipment_8165,Compressor,164.24,11.78,327.37
Equipment_8166,Condenser,199.08,16.08,160.24
Equipment_8167,Pump,275.19,2.16,248.66
Equipment_8168,Compressor,56.42,12.51,154.21
Equipment_8169,Separator,456.76,16.89,375.51
Equipment_8170,Reactor,69.95,8.07,305.21
Equipment_8171,Condenser,195.1,9.65,179.21
Equipment_8172,Pump,306.13,14.28,123.72
Equipment_8173,Valve,283.03,2.29,98.23
Equipment_8174,Separator,344.51,8.33,316.85
Equipment_8175,Pump,287.38,6.62,208.56
Equipment_8176,Valve,153.05,1.32,131.19
Equipment_8177,Condenser,140.49,4.72,371.87
Equipment_8178,Valve,458.26,8.52,186.53
Equipment_8179,Reactor,168.79,4.75,240.22
Equipment_8180,Separator,176.44,12.45,350.23
Equipment_8181,HeatExchanger,235.83,9.52,341.68
Equipment_8182,Valve,112.75,1.75,273.28
Equipment_8183,Reactor,278.27,6.23,361.02
Equipment_8184,HeatExchanger,349.26,1.37,383.23
Equipment_8185,Separator,403.7,7.8,377.29
Equipment_8186,Condenser,370.15,5.92,172.15
Equipment_8187,Condenser,116.44,14.08,189.01
Equipment_8188,Separator,255.23,6.84,134.18
Equipment_8189,Separator,67.36,8.13,342.89
Equipment_8190,Pump,58.01,14.78,92.64
Equipment_8191,Reactor,248.06,10.14,174.28
Equipment_8192,Reactor,163.83,11.57,53.41
Equipment_8193,Separator,357.51,16.99,258.13
Equipment_8194,Compressor,375.91,4.93,280.43
Equipment_8195,Compressor,452.93,19.79,137.15
Equipment_8196,HeatExchanger,392.31,18.1,307.86
Equipment_8197,HeatExchanger,71.71,6.44,183.54
Equipment_8198,Compressor,217.23,17.97,159.1
Equipment_8199,Separator,172.86,15.33,384.66
Equipment_8200,Separator,223.76,18.68,256.04
Equipment_8201,HeatExchanger,122.03,14.13,138.31
Equipment_8202,Valve,93.97,13.82,394.13
Equipment_8203,Separator,284.44,1.07,185.64
Equipment_8204,Compressor,374.17,10.02,276.74
Equipment_8205,Reactor,365.86,4.81,303.35
Equipment_8206,Separator,252.92,7.16,197.8
Equipment_8207,Separator,285.03,19.6,237.57
Equipment_8208,Valve,282.35,2.62,133.92
Equipment_8209,HeatExchanger,361.21,14.73,213.04
Equipment_8210,Separator,71.57,4.29,158.78
Equipment_8211,Condenser,369.45,1.14,241.61
Equipment_8212,Pump,311.99,10.53,284.46
Equipment_8213,Compressor,139.15,4.06,264.9
Equipment_8214,Condenser,72.08,19.34,321.85
Equipment_8215,HeatExchanger,98.84,4.87,64.54
Equipment_8216,Reactor,286.11,4.65,77.51
Equipment_8217,Pump,391.28,1.61,121.86
Equipment_8218,Condenser,200.6,7.27,395.03
Equipment_8219,Pump,220.61,1.46,330.09
Equipment_8220,Compressor,470.37,10.48,373.44
Equipment_8221,HeatExchanger,145.86,10.61,145.23
Equipment_8222,Separator,96.69,2.01,250.85
Equipment_8223,Reactor,204.53,5.56,244.21
Equipment_8224,HeatExchanger,385.66,16.81,249.33
Equipment_8225,Pump,331.73,9.79,301.15
Equipment_8226,Condenser,237.11,9.26,187.89
Equipment_8227,Compressor,484.14,14.28,287.02
Equipment_8228,Compressor,380.75,14.58,325.95
Equipment_8229,HeatExchanger,77.84,15.48,151.18
Equipment_8230,Separator,385.08,16.78,381.01
Equipment_8231,Condenser,60.82,5.41,231.32
Equipment_8232,Separator,342.65,2.26,306.47
Equipment_8233,Separator,144.72,8.23,305.12
Equipment_8234,Condenser,363.4,17.25,247.84
Equipment_8235,Pump,189.4,2.48,162.94
Equipment_8236,HeatExchanger,442.85,11.94,283.43
Equipment_8237,HeatExchanger,201.61,14.32,80.55
Equipment_8238,Valve,328.86,10.15,393.5
Equipment_8239,HeatExchanger,178.67,5.85,114.4
Equipment_8240,Compressor,462.75,7.2,146.4
Equipment_8241,Pump,401.45,2.36,384.05
Equipment_8242,Condenser,159.49,6.56,115.29
Equipment_8243,HeatExchanger,476.96,1.84,109.53
Equipment_8244,Pump,210.72,14.8,331.59
Equipment_8245,HeatExchanger,343.34,18.06,137.95
Equipment_8246,Condenser,384.28,13.04,83.15
Equipment_8247,Reactor,60.31,13.48,129.33
Equipment_8248,Condenser,481.54,9.97,360.93
Equipment_8249,Condenser,205.0,3.96,148.11
Equipment_8250,Condenser,135.4,1.15,293.27
Equipment_8251,HeatExchanger,432.82,7.54,188.3
Equipment_8252,Valve,366.3,15.28,141.74
Equipment_8253,Condenser,89.03,19.25,100.42
Equipment_8254,Compressor,102.67,9.19,390.27
Equipment_8255,Compressor,371.84,7.94,232.39
Equipment_8256,Pump,83.65,9.47,90.16
Equipment_8257,Valve,462.73,9.13,119.58
Equipment_8258,Pump,383.69,12.89,192.55
Equipment_8259,Compressor,200.97,14.95,240.46
Equipment_8260,Separator,213.32,15.91,113.63
Equipment_8261,Compressor,277.92,13.34,147.2
Equipment_8262,Reactor,212.44,9.32,324.3
Equipment_8263,Condenser,402.56,19.05,196.12
Equipment_8264,Separator,488.63,14.51,50.49
Equipment_8265,Compressor,313.03,9.11,68.88
Equipment_8266,HeatExchanger,250.72,9.49,203.76
Equipment_8267,HeatExchanger,150.25,16.54,71.04
Equipment_8268,Pump,344.05,9.37,110.87
Equipment_8269,Separator,358.51,10.81,304.76
Equipment_8270,Pump,358.34,6.54,218.13
Equipment_8271,Condenser,62.14,16.94,218.86
Equipment_8272,Condenser,454.6,10.92,259.38
Equipment_8273,Reactor,202.15,11.5,325.98
Equipment_8274,Valve,384.87,17.73,105.51
Equipment_8275,Pump,391.91,18.49,110.57
Equipment_8276,Condenser,342.75,16.66,92.49
Equipment_8277,Pump,227.69,2.24,377.89
Equipment_8278,Condenser,323.77,9.43,252.05
Equipment_8279,Compressor,68.09,7.52,82.42
Equipment_8280,Pump,392.85,5.06,127.23
Equipment_8281,Compressor,94.81,18.27,303.96
Equipment_8282,Pump,228.54,17.91,60.15
Equipment_8283,Valve,96.63,9.84,303.98
Equipment_8284,Reactor,426.68,3.56,369.01
Equipment_8285,HeatExchanger,297.64,1.25,69.73
Equipment_8286,HeatExchanger,360.93,9.33,115.25
Equipment_8287,HeatExchanger,357.16,1.76,50.83
Equipment_8288,Compressor,428.72,12.58,88.16
Equipment_8289,Separator,109.66,12.56,265.95
Equipment_8290,Condenser,346.88,18.08,65.69
Equipment_8291,HeatExchanger,308.81,4.61,199.04
Equipment_8292,Valve,63.9,8.06,226.19
Equipment_8293,HeatExchanger,140.64,17.33,367.32
Equipment_8294,Pump,170.41,10.01,216.0
Equipment_8295,Compressor,82.65,2.13,99.89
Equipment_8296,Separator,209.62,3.1,151.25
Equipment_8297,Pump,62.24,16.46,285.27
Equipment_8298,Separator,298.93,15.13,89.24
Equipment_8299,Pump,145.18,17.64,131.11
Equipment_8300,Pump,179.15,3.26,398.52
Equipment_8301,Reactor,459.71,15.45,51.94
Equipment_8302,Reactor,276.27,13.45,103.26
Equipment_8303,Condenser,171.06,5.41,345.29
Equipment_8304,Compressor,319.31,19.5,85.48
Equipment_8305,Valve,140.75,11.84,61.77
Equipment_8306,Valve,83.48,18.23,92.46
Equipment_8307,Valve,59.41,17.32,292.76
Equipment_8308,Pump,478.19,7.33,397.59
Equipment_8309,Reactor,376.07,11.18,256.72
Equipment_8310,Compressor,409.98,9.2,93.51
Equipment_8311,Pump,491.41,14.47,114.32
Equipment_8312,Separator,469.23,12.17,238.19
Equipment_8313,Reactor,381.61,15.91,300.48
Equipment_8314,Reactor,362.29,1.22,282.02
Equipment_8315,HeatExchanger,201.58,14.07,251.15
Equipment_8316,HeatExchanger,96.81,7.06,395.19
Equipment_8317,Compressor,308.18,5.26,119.31
Equipment_8318,Separator,309.31,16.22,110.52
Equipment_8319,Compressor,478.51,2.7,350.67
Equipment_8320,Compressor,249.16,5.34,151.79
Equipment_8321,Pump,360.86,4.87,166.38
Equipment_8322,Condenser,308.74,8.98,242.03
Equipment_8323,Compressor,129.54,7.12,183.45
Equipment_8324,HeatExchanger,316.43,14.69,150.67
Equipment_8325,Condenser,293.05,14.29,371.01
Equipment_8326,Pump,272.26,7.18,95.25
Equipment_8327,Condenser,281.04,9.3,191.5
Equipment_8328,Valve,123.79,4.95,51.04
Equipment_8329,Separator,258.56,13.75,332.61
Equipment_8330,Condenser,322.54,8.53,108.95
Equipment_8331,Compressor,270.25,3.52,320.55
Equipment_8332,Pump,269.91,3.42,102.01
Equipment_8333,Separator,84.88,7.12,195.86
Equipment_8334,Compressor,135.85,15.2,304.86
Equipment_8335,Separator,194.44,1.48,144.78
Equipment_8336,HeatExchanger,238.71,5.9,159.87
Equipment_8337,Valve,317.27,4.09,283.56
Equipment_8338,HeatExchanger,438.51,19.17,115.7
Equipment_8339,Compressor,121.62,14.4,383.12
Equipment_8340,Compressor,56.79,5.43,116.08
Equipment_8341,Compressor,252.16,4.94,312.5
Equipment_8342,Reactor,244.45,17.3,330.91
Equipment_8343,Valve,298.36,4.61,181.03
Equipment_8344,Separator,424.95,19.94,104.68
Equipment_8345,Compressor,411.06,6.36,108.07
Equipment_8346,Compressor,95.02,2.6,394.91
Equipment_8347,Separator,470.3,14.13,303.89
Equipment_8348,HeatExchanger,99.69,12.58,207.52
Equipment_8349,HeatExchanger,335.56,20.0,140.07
Equipment_8350,Compressor,352.58,16.24,56.62
Equipment_8351,Pump,355.94,9.15,284.66
Equipment_8352,Reactor,169.41,13.86,384.92
Equipment_8353,HeatExchanger,198.66,16.54,87.4
Equipment_8354,Pump,296.9,10.76,314.07
Equipment_8355,Reactor,139.81,6.18,103.63
Equipment_8356,Compressor,59.14,4.99,327.24
Equipment_8357,Valve,302.97,6.61,179.7
Equipment_8358,Condenser,259.38,17.11,299.22
Equipment_8359,Condenser,345.53,8.23,374.2
Equipment_8360,Compressor,116.02,6.45,267.05
Equipment_8361,HeatExchanger,428.42,16.31,372.24
Equipment_8362,Pump,115.8,1.61,132.26
Equipment_8363,Valve,451.1,12.29,392.35
Equipment_8364,Separator,252.28,17.6,355.5
Equipment_8365,Reactor,297.41,8.79,87.65
Equipment_8366,Compressor,453.46,6.12,194.74
Equipment_8367,Valve,184.96,10.34,374.46
Equipment_8368,Valve,131.82,14.63,77.34
Equipment_8369,HeatExchanger,250.59,10.82,208.82
Equipment_8370,Reactor,159.97,1.15,303.26
Equipment_8371,Valve,287.53,2.49,61.71
Equipment_8372,HeatExchanger,173.87,14.71,313.49
Equipment_8373,Pump,439.02,8.6,176.42
Equipment_8374,HeatExchanger,323.3,15.91,137.28
Equipment_8375,Pump,50.11,13.34,251.59
Equipment_8376,Pump,412.46,12.05,240.52
Equipment_8377,Separator,198.6,18.13,355.88
Equipment_8378,Separator,194.09,1.41,286.6
Equipment_8379,Valve,222.38,3.95,197.65
Equipment_8380,HeatExchanger,333.62,12.86,277.55
Equipment_8381,Separator,248.93,2.25,312.55
Equipment_8382,Pump,332.89,13.25,378.07
Equipment_8383,Separator,116.05,19.7,296.49
Equipment_8384,Reactor,486.57,17.7,240.36
Equipment_8385,Valve,378.32,12.23,180.54
Equipment_8386,HeatExchanger,162.59,17.99,362.02
Equipment_8387,HeatExchanger,375.88,3.21,327.38
Equipment_8388,Condenser,308.76,9.64,77.01
Equipment_8389,HeatExchanger,99.14,9.14,294.84
Equipment_8390,Valve,130.19,7.39,238.56
Equipment_8391,Reactor,68.59,1.0,86.28
Equipment_8392,HeatExchanger,414.16,17.93,247.74
Equipment_8393,Condenser,298.27,15.78,117.38
Equipment_8394,Valve,192.54,13.4,297.85
Equipment_8395,Pump,106.86,3.45,147.46
Equipment_8396,Compressor,267.82,8.19,102.62
Equipment_8397,Compressor,286.37,18.56,78.69
Equipment_8398,Pump,365.88,12.72,221.78
Equipment_8399,Separator,486.47,12.46,119.87
Equipment_8400,HeatExchanger,245.73,18.35,349.29
Equipment_8401,Compressor,232.72,11.64,51.05
Equipment_8402,Separator,216.47,12.35,345.27
Equipment_8403,Compressor,422.12,7.57,232.38
Equipment_8404,Pump,120.34,8.06,372.75
Equipment_8405,HeatExchanger,204.72,14.03,121.61
Equipment_8406,HeatExchanger,376.24,7.09,85.8
Equipment_8407,Separator,57.06,11.62,268.74
Equipment_8408,Pump,180.22,6.3,297.35
Equipment_8409,Separator,338.65,4.16,180.4
Equipment_8410,HeatExchanger,133.68,9.63,54.79
Equipment_8411,HeatExchanger,186.22,5.13,192.44
Equipment_8412,Valve,268.72,18.07,131.83
Equipment_8413,Separator,239.91,6.77,171.61
Equipment_8414,Valve,97.71,12.35,227.36
Equipment_8415,Pump,472.21,6.01,295.82
Equipment_8416,Reactor,69.93,5.9,387.13
Equipment_8417,Compressor,387.38,7.66,100.4
Equipment_8418,Valve,82.14,18.4,287.96
Equipment_8419,Compressor,260.28,8.44,131.62
Equipment_8420,Condenser,128.94,16.6,127.25
Equipment_8421,Pump,113.49,4.75,271.74
Equipment_8422,Reactor,106.65,1.92,321.6
Equipment_8423,Condenser,253.75,15.85,392.23
Equipment_8424,Condenser,281.97,11.3,319.09
Equipment_8425,HeatExchanger,110.02,10.57,105.06
Equipment_8426,Condenser,490.73,6.17,128.89
Equipment_8427,Pump,165.99,2.37,316.49
Equipment_8428,Valve,256.48,10.17,234.45
Equipment_8429,Pump,147.32,17.48,153.39
Equipment_8430,Valve,272.27,3.28,215.12
Equipment_8431,Condenser,390.21,18.65,370.21
Equipment_8432,Condenser,284.5,6.22,314.46
Equipment_8433,Reactor,178.54,11.11,207.74
Equipment_8434,Valve,161.78,2.26,393.19
Equipment_8435,Condenser,391.52,9.08,328.21
Equipment_8436,HeatExchanger,103.21,3.39,52.05
Equipment_8437,Compressor,216.48,1.91,89.33
Equipment_8438,Reactor,118.17,19.36,243.89
Equipment_8439,Pump,166.09,14.87,172.48
Equipment_8440,Reactor,118.71,14.66,334.4
Equipment_8441,Compressor,449.05,2.72,363.49
Equipment_8442,Valve,379.36,18.66,134.23
Equipment_8443,Pump,302.42,9.92,317.15
Equipment_8444,Pump,150.99,17.19,237.39
Equipment_8445,Valve,279.6,1.24,187.19
Equipment_8446,Separator,284.37,6.67,325.37
Equipment_8447,Separator,315.68,19.92,247.72
Equipment_8448,Reactor,77.04,9.13,272.35
Equipment_8449,Condenser,487.81,17.88,71.79
Equipment_8450,Separator,259.45,7.23,255.06
Equipment_8451,Reactor,466.94,10.98,155.25
Equipment_8452,Separator,54.41,17.23,222.65
Equipment_8453,Compressor,161.4,12.51,127.7
Equipment_8454,HeatExchanger,96.8,14.78,265.07
Equipment_8455,Condenser,396.33,5.35,101.61
Equipment_8456,Reactor,194.06,3.96,93.02
Equipment_8457,HeatExchanger,428.22,5.38,115.94
Equipment_8458,HeatExchanger,424.57,10.37,336.11
Equipment_8459,Separator,350.51,16.22,61.74
Equipment_8460,Valve,349.6,7.73,305.35
Equipment_8461,Compressor,365.07,11.73,69.78
Equipment_8462,Compressor,353.19,16.29,257.15
Equipment_8463,Compressor,224.11,5.54,320.75
Equipment_8464,Condenser,357.27,17.78,130.88
Equipment_8465,Pump,453.83,19.11,118.58
Equipment_8466,Condenser,199.66,1.74,151.21
Equipment_8467,Reactor,475.2,2.12,294.86
Equipment_8468,HeatExchanger,56.11,2.73,139.19
Equipment_8469,HeatExchanger,207.09,15.76,225.62
Equipment_8470,Pump,109.44,4.6,97.06
Equipment_8471,Reactor,106.98,14.79,211.42
Equipment_8472,Pump,416.94,9.38,268.65
Equipment_8473,HeatExchanger,463.27,16.89,75.14
Equipment_8474,Separator,399.99,16.36,335.4
Equipment_8475,Condenser,489.48,19.23,378.1
Equipment_8476,Compressor,147.35,5.77,117.74
Equipment_8477,HeatExchanger,113.36,5.36,315.8
Equipment_8478,Valve,284.32,1.6,159.71
Equipment_8479,Compressor,423.07,8.8,286.85
Equipment_8480,HeatExchanger,67.93,9.72,157.34
Equipment_8481,Condenser,498.0,19.33,351.82
Equipment_8482,Pump,321.01,16.78,171.49
Equipment_8483,Separator,490.52,4.17,347.09
Equipment_8484,Separator,214.29,16.17,318.15
Equipment_8485,Compressor,256.11,4.39,118.71
Equipment_8486,Condenser,388.56,2.48,104.93
Equipment_8487,Separator,406.72,16.9,322.88
Equipment_8488,Separator,154.86,19.54,186.61
Equipment_8489,Reactor,468.41,2.67,382.29
Equipment_8490,Valve,440.34,16.46,380.03
Equipment_8491,Compressor,58.19,17.33,292.72
Equipment_8492,Pump,107.86,3.26,225.2
Equipment_8493,Separator,273.24,6.38,118.24
Equipment_8494,Reactor,257.43,14.94,358.84
Equipment_8495,Condenser,368.78,16.35,78.7
Equipment_8496,Separator,90.37,7.73,179.62
Equipment_8497,Valve,340.18,4.04,161.73
Equipment_8498,Pump,327.37,13.32,385.45
Equipment_8499,Condenser,155.13,14.34,91.34
Equipment_8500,Condenser,294.08,10.57,361.55
Equipment_8501,Compressor,149.99,3.75,209.75
Equipment_8502,Separator,116.12,17.05,66.62
Equipment_8503,Compressor,307.91,13.26,305.1
Equipment_8504,Pump,489.86,17.51,85.31
Equipment_8505,Separator,156.62,18.73,132.95
Equipment_8506,HeatExchanger,209.9,16.31,329.91
Equipment_8507,Separator,165.46,19.21,104.16
Equipment_8508,HeatExchanger,169.91,19.13,163.91
Equipment_8509,Condenser,231.89,12.77,176.35
Equipment_8510,Compressor,365.83,14.84,256.08
Equipment_8511,Valve,67.46,14.29,326.48
Equipment_8512,Separator,480.71,12.8,130.78
Equipment_8513,Valve,70.83,1.37,122.02
Equipment_8514,Separator,446.56,7.76,127.67
Equipment_8515,Condenser,452.47,2.9,183.56
Equipment_8516,Compressor,286.02,6.7,237.29
Equipment_8517,Pump,111.65,2.3,54.71
Equipment_8518,Pump,304.32,18.48,323.1
Equipment_8519,Pump,332.88,9.58,374.35
Equipment_8520,Separator,435.99,4.6,345.23
Equipment_8521,Separator,297.9,12.11,63.01
Equipment_8522,Valve,234.82,4.73,233.58
Equipment_8523,Compressor,427.23,16.28,334.91
Equipment_8524,Separator,491.43,6.81,170.44
Equipment_8525,Compressor,340.3,6.98,363.96
Equipment_8526,Valve,443.47,17.53,360.41
Equipment_8527,Separator,319.43,11.62,99.6
Equipment_8528,Pump,360.4,17.86,222.77
Equipment_8529,Pump,359.68,8.84,58.98
Equipment_8530,Condenser,367.15,7.53,148.65
Equipment_8531,HeatExchanger,194.46,10.62,334.16
Equipment_8532,Reactor,309.05,2.17,391.3
Equipment_8533,HeatExchanger,317.36,3.93,369.66
Equipment_8534,Separator,191.78,5.17,64.9
Equipment_8535,Compressor,207.43,16.52,374.36
Equipment_8536,Separator,393.01,14.94,337.93
Equipment_8537,Compressor,312.23,4.67,353.7
Equipment_8538,Compressor,117.15,6.26,370.19
Equipment_8539,HeatExchanger,426.94,18.94,220.86
Equipment_8540,Reactor,447.4,2.63,123.93
Equipment_8541,Condenser,259.76,11.4,57.36
Equipment_8542,HeatExchanger,144.01,10.92,58.24
Equipment_8543,Reactor,476.42,14.79,274.88
Equipment_8544,Pump,447.02,5.97,168.05
Equipment_8545,Pump,159.97,18.76,223.56
Equipment_8546,Compressor,93.02,8.8,95.97
Equipment_8547,Valve,248.29,6.43,391.43
Equipment_8548,Separator,354.38,7.4,95.48
Equipment_8549,Separator,128.92,7.63,205.68
Equipment_8550,Compressor,280.95,4.78,205.17
Equipment_8551,Valve,241.44,18.63,53.02
Equipment_8552,Reactor,450.75,4.32,283.73
Equipment_8553,Pump,243.3,17.77,238.37
Equipment_8554,Separator,290.2,8.69,224.12
Equipment_8555,HeatExchanger,479.88,6.12,336.33
Equipment_8556,Valve,184.86,4.77,134.4
Equipment_8557,Reactor,180.05,10.58,351.38
Equipment_8558,Pump,409.82,13.72,352.67
Equipment_8559,HeatExchanger,174.89,18.07,339.4
Equipment_8560,Valve,424.34,13.4,169.49
Equipment_8561,Compressor,92.99,10.19,106.9
Equipment_8562,Compressor,100.07,1.64,216.31
Equipment_8563,Compressor,455.6,18.39,140.94
Equipment_8564,Separator,293.37,18.15,68.26
Equipment_8565,Reactor,373.47,8.2,147.81
Equipment_8566,Compressor,151.38,1.55,214.19
Equipment_8567,Separator,124.82,14.93,89.46
Equipment_8568,Condenser,425.73,16.04,380.52
Equipment_8569,Separator,211.38,11.31,279.64
Equipment_8570,Pump,254.76,8.65,97.72
Equipment_8571,Separator,62.59,17.17,334.22
Equipment_8572,Reactor,223.65,4.66,374.83
Equipment_8573,HeatExchanger,396.7,9.35,141.97
Equipment_8574,Separator,419.57,1.47,100.14
Equipment_8575,Compressor,364.44,4.12,162.87
Equipment_8576,Pump,361.48,18.88,341.29
Equipment_8577,Valve,277.81,11.98,111.28
Equipment_8578,Compressor,292.25,16.31,322.77
Equipment_8579,Pump,384.18,10.24,300.69
Equipment_8580,Condenser,161.29,16.86,277.98
Equipment_8581,Valve,154.18,11.24,201.66
Equipment_8582,Condenser,477.47,1.09,178.37
Equipment_8583,HeatExchanger,62.46,18.09,79.84
Equipment_8584,Pump,112.76,3.82,175.07
Equipment_8585,Condenser,306.65,9.56,260.64
Equipment_8586,HeatExchanger,382.03,10.06,364.37
Equipment_8587,Pump,292.05,1.9,341.59
Equipment_8588,Pump,209.78,2.01,61.28
Equipment_8589,Condenser,490.09,15.49,98.6
Equipment_8590,Pump,366.73,6.71,346.97
Equipment_8591,Compressor,424.13,8.78,378.76
Equipment_8592,Pump,68.11,11.72,69.53
Equipment_8593,Reactor,156.16,8.09,295.44
Equipment_8594,HeatExchanger,218.38,15.73,178.01
Equipment_8595,Pump,132.17,17.8,177.5
Equipment_8596,Reactor,82.8,2.13,274.93
Equipment_8597,Pump,151.29,13.07,333.58
Equipment_8598,Pump,290.14,7.04,146.19
Equipment_8599,Condenser,363.09,12.08,296.87
Equipment_8600,Compressor,398.31,10.19,272.56
Equipment_8601,HeatExchanger,69.32,7.34,231.06
Equipment_8602,Compressor,242.59,2.8,260.85
Equipment_8603,Valve,105.0,11.63,56.32
Equipment_8604,Condenser,244.04,3.14,51.42
Equipment_8605,Condenser,245.29,3.97,242.65
Equipment_8606,Compressor,274.2,19.66,233.44
Equipment_8607,Separator,451.77,7.02,74.97
Equipment_8608,Condenser,412.29,12.1,222.21
Equipment_8609,Compressor,336.52,6.17,315.14
Equipment_8610,Condenser,448.43,17.44,239.42
Equipment_8611,Pump,355.31,6.38,231.17
Equipment_8612,Compressor,418.48,7.97,301.27
Equipment_8613,Compressor,303.7,12.56,110.15
Equipment_8614,Reactor,286.35,17.53,210.12
Equipment_8615,Condenser,375.84,16.51,101.82
Equipment_8616,Condenser,58.86,6.01,233.34
Equipment_8617,Compressor,360.67,16.76,257.18
Equipment_8618,Pump,470.53,14.32,92.59
Equipment_8619,Pump,371.27,19.81,76.43
Equipment_8620,HeatExchanger,66.56,18.77,108.36
Equipment_8621,Pump,220.05,11.13,255.22
Equipment_8622,Condenser,414.31,15.25,116.37
Equipment_8623,Separator,481.37,11.83,146.34
Equipment_8624,Reactor,216.57,12.3,295.89
Equipment_8625,Compressor,428.54,2.93,136.92
Equipment_8626,Valve,438.71,1.04,189.13
Equipment_8627,Reactor,105.48,1.92,375.1
Equipment_8628,Separator,430.6,19.37,338.75
Equipment_8629,Valve,195.91,3.4,139.42
Equipment_8630,Reactor,316.96,1.84,259.15
Equipment_8631,Pump,292.53,6.88,283.03
